Year,NUTS 3 Region,SectorAgg,GVA,PersonsAtWork,Productivity
2015,Mid-East,Public Services,2950.67,52.95,55725.59017941454
2015,Mid-West,Agriculture & Fishing,359.38,15.37,23381.91281717632
2015,Mid-West,Arts & Other Services,266.52,9.49,28084.29926238145
2015,Mid-West,Distribution & Hospitality,2297.28,48.16,47700.99667774086
2015,Mid-West,Industry,427.95,47.07,9091.778202676864
2015,Mid-West,Knowledge & Professional Services,3146.75,27.830000000000002,113070.42759611928
2015,Mid-West,Public Services,2575.31,50.06,51444.46664003196
2015,Midlands,Agriculture & Fishing,190.21,9.17,20742.639040348964
2015,Midlands,Arts & Other Services,111.61,4.43,25194.1309255079
2015,Midlands,Distribution & Hospitality,1202.1,26.72,44988.77245508982
2015,Midlands,Industry,1589.12,22.759999999999998,69820.73813708262
2015,Midlands,Knowledge & Professional Services,1069.1399999999999,11.32,94446.99646643108
2015,Midlands,Public Services,1555.04,27.64,56260.492040520985
2015,South-East,Agriculture & Fishing,355.55,13.94,25505.73888091822
2015,South-East,Arts & Other Services,225.4,8.1,27827.16049382716
2015,South-East,Distribution & Hospitality,1929.54,45.21,42679.49568679496
2015,South-East,Industry,3547.6000000000004,34.33,103338.1881736091
2015,South-East,Knowledge & Professional Services,2536.93,23.3,108881.11587982833
2015,South-East,Public Services,2179.69,41.46,52573.32368547998
2015,South-West,Agriculture & Fishing,539.31,20.83,25891.02256361018
2015,South-West,Arts & Other Services,383.37,14.43,26567.567567567567
2015,South-West,Distribution & Hospitality,4259.57,78.98,53932.26133198277
2015,South-West,Industry,721.96,61.769999999999996,11687.87437267282
2015,South-West,Knowledge & Professional Services,6431.28,52.63,122197.98593957818
2015,South-West,Public Services,3968.37,71.85,55231.31524008351
2015,West,Agriculture & Fishing,241.38,14.99,16102.735156771181
2015,West,Arts & Other Services,237.63,8.03,29592.777085927773
2015,West,Distribution & Hospitality,2268.16,38.62,58730.19161056448
2015,West,Industry,5248.46,42.22,124312.17432496448
2015,West,Knowledge & Professional Services,3040.3,24.93,121953.46971520256
2015,West,Public Services,2842.84,47.89,59361.870954270205
2016,Border,Agriculture & Fishing,321.26,22.86,14053.36832895888
2016,Border,Arts & Other Services,163.25,9.3,17553.763440860213
2016,Border,Distribution & Hospitality,1373.65,44.38,30952.00540784137
2016,Border,Industry,2024.72,33.769999999999996,59956.17411904058
2016,Border,Knowledge & Professional Services,1615.01,18.5,87297.83783783784
2016,Border,Public Services,2084.68,40.93,50932.812118250666
2016,Dublin,Agriculture & Fishing,54.62,2.24,24383.928571428572
2016,Dublin,Arts & Other Services,1806.68,43.66,41380.66880439762
2016,Dublin,Distribution & Hospitality,16373.8,188.44,86891.31819146678
2016,Dublin,Industry,22386.43,91.05000000000001,245869.632070291
2016,Dublin,Knowledge & Professional Services,62362.2,239.48,260406.71454818774
2016,Dublin,Public Services,11509.82,183.74,62641.8852726679
2016,Ireland,Agriculture & Fishing,2554.98,112.43,22725.073378991372
2016,Ireland,Arts & Other Services,3679.03,117.8,31231.154499151104
2016,Ireland,Distribution & Hospitality,33514.76,548.76,61073.62052627743
2016,Ireland,Industry,100768.65999999999,395.82,254582.0322368753
2016,Ireland,Knowledge & Professional Services,86406.59,437.25,197613.69925671813
2016,Ireland,Public Services,30142.1,519.32,58041.47731649079
2016,Mid-East,Agriculture & Fishing,350.95,12.44,28211.414790996783
2016,Mid-East,Arts & Other Services,464.27,15.39,30166.991552956464
2016,Mid-East,Distribution & Hospitality,3263.26,65.11,50119.18292121026
2016,Mid-East,Industry,9114.7,53.190000000000005,171361.15811242713
2016,Mid-East,Knowledge & Professional Services,5004.15,36.41,137438.89041472122
2016,Mid-East,Public Services,3046.82,52.9,57595.841209829865
2016,Mid-West,Agriculture & Fishing,407.99,15.5,26321.935483870966
2016,Mid-West,Arts & Other Services,272.56,11.78,23137.521222410865
2016,Mid-West,Distribution & Hospitality,2335.7,53.17,43928.90727854053
2016,Mid-West,Industry,465.12,48.339999999999996,9621.845262722385
2016,Mid-West,Knowledge & Professional Services,3375.1400000000003,27.97,120670.00357525922
2016,Mid-West,Public Services,2653.43,49.61,53485.78915541222
2016,Midlands,Agriculture & Fishing,206.84,10.14,20398.422090729782
2016,Midlands,Arts & Other Services,115.29,6.17,18685.575364667748
2016,Midlands,Distribution & Hospitality,1272.79,25.23,50447.48315497424
2016,Midlands,Industry,1545.99,23.66,65341.92730346577
2016,Midlands,Knowledge & Professional Services,1217.49,9.94,122483.90342052314
2016,Midlands,Public Services,1606.78,27.5,58428.36363636364
2016,South-East,Agriculture & Fishing,371.98,14.22,26158.931082981715
2016,South-East,Arts & Other Services,230.39,9.42,24457.537154989383
2016,South-East,Distribution & Hospitality,2050.49,43.46,47181.08605614358
2016,South-East,Industry,4032.2699999999995,36.760000000000005,109691.78454842216
2016,South-East,Knowledge & Professional Services,2561.46,27.029999999999998,94763.59600443952
2016,South-East,Public Services,2168.89,44.04,49248.183469573116
2016,South-West,Agriculture & Fishing,612.01,21.08,29032.732447817838
2016,South-West,Arts & Other Services,381.99,14.22,26862.869198312237
2016,South-West,Distribution & Hospitality,4458.87,80.2,55596.88279301746
2016,South-West,Industry,756.32,66.1,11442.057488653556
2016,South-West,Knowledge & Professional Services,6595.57,53.06999999999999,124280.57282833995
2016,South-West,Public Services,4065.88,75.32,53981.41263940521
2016,West,Agriculture & Fishing,229.32,13.95,16438.709677419356
2016,West,Arts & Other Services,244.6,7.85,31159.23566878981
2016,West,Distribution & Hospitality,2386.19,48.76,48937.448728465955
2016,West,Industry,4422.870000000001,42.96,102953.21229050282
2016,West,Knowledge & Professional Services,3675.56,24.85,147909.85915492958
2016,West,Public Services,3005.79,45.29,66367.63082358136
2017,Border,Agriculture & Fishing,357.11,19.96,17891.28256513026
2017,Border,Arts & Other Services,184.16,8.08,22792.079207920793
2017,Border,Distribution & Hospitality,1475.27,42.19,34967.290827210236
2017,Border,Industry,2358.5,37.05,63657.21997300944
2017,Border,Knowledge & Professional Services,1696.93,20.1,84424.37810945274
2017,Border,Public Services,2179.33,46.32,47049.43868739205
2017,Dublin,Agriculture & Fishing,67.9,3.34,20329.34131736527
2017,Dublin,Arts & Other Services,2102.71,41.17,51073.84017488462
2017,Dublin,Distribution & Hospitality,17688.35,191.73,92256.55870234183
2017,Dublin,Industry,19883.64,90.46000000000001,219805.88105239882
2017,Dublin,Knowledge & Professional Services,73000.15,247.53,294914.3538156991
2017,Dublin,Public Services,12234.15,192.16,63666.47585345546
2017,Ireland,Agriculture & Fishing,3453.13,111.29,31028.214574535
2017,Ireland,Arts & Other Services,4289.43,116.75,36740.29978586724
2017,Ireland,Distribution & Hospitality,35536.89,563.05,63114.98090755705
2017,Ireland,Industry,111795.98,414.91,269446.3377599961
2017,Ireland,Knowledge & Professional Services,99631.14,450.84000000000003,220990.01863188713
2017,Ireland,Public Services,32006.27,541.06,59154.75178353602
2017,Mid-East,Agriculture & Fishing,450.72,11.86,38003.37268128162
2017,Mid-East,Arts & Other Services,544.63,15.43,35296.82436811407
2017,Mid-East,Distribution & Hospitality,3576.85,67.06,53338.05547271101
2017,Mid-East,Industry,12247.210000000001,59.12,207158.49120433017
2017,Mid-East,Knowledge & Professional Services,5219.2699999999995,38.65,135039.32729624838
2017,Mid-East,Public Services,3266.81,55.22,59159.905831220574
2017,Mid-West,Agriculture & Fishing,590.11,17.93,32911.87953151143
2017,Mid-West,Arts & Other Services,319.03,12.28,25979.641693811074
2017,Mid-West,Distribution & Hospitality,2425.62,57.29,42339.326234945016
2017,Mid-West,Industry,545.63,46.910000000000004,11631.421871669152
2017,Mid-West,Knowledge & Professional Services,4110.75,28.240000000000002,145564.80169971669
2017,Mid-West,Public Services,2822.94,50.7,55679.2899408284
2017,Midlands,Agriculture & Fishing,263.06,9.76,26952.868852459018
2017,Midlands,Arts & Other Services,131.55,5.38,24451.672862453535
2017,Midlands,Distribution & Hospitality,1352.01,28.12,48080.01422475107
2017,Midlands,Industry,1690.09,24.57,68786.73178673179
2017,Midlands,Knowledge & Professional Services,1361.4499999999998,10.42,130657.38963531668
2017,Midlands,Public Services,1758.25,29.46,59682.62050237611
2017,South-East,Agriculture & Fishing,573.22,15.29,37489.86265533028
2017,South-East,Arts & Other Services,262.54,8.72,30107.798165137618
2017,South-East,Distribution & Hospitality,2226.16,45.59,48830.006580390436
2017,South-East,Industry,5686.790000000001,39.29,144738.86485110718
2017,South-East,Knowledge & Professional Services,2857.7200000000003,24.26,117795.54822753505
2017,South-East,Public Services,2363.07,42.74,55289.4244267665
2017,South-West,Agriculture & Fishing,875.17,17.68,49500.565610859725
2017,South-West,Arts & Other Services,464.45,15.86,29284.3631778058
2017,South-West,Distribution & Hospitality,4354.94,82.13,53024.96042858882
2017,South-West,Industry,926.74,71.39,12981.369939767474
2017,South-West,Knowledge & Professional Services,7496.98,55.41,135300.12633098717
2017,South-West,Public Services,4334.31,76.44,56702.11930926217
2017,West,Agriculture & Fishing,275.84,15.47,17830.639948287007
2017,West,Arts & Other Services,280.36,9.83,28520.85452695829
2017,West,Distribution & Hospitality,2437.67,48.95,49799.182839632274
2017,West,Industry,4418.04,46.2,95628.57142857143
2017,West,Knowledge & Professional Services,3887.88,26.2,148392.36641221374
2017,West,Public Services,3047.4,48.01,63474.2761924599
2018,Border,Agriculture & Fishing,296.53,16.22,18281.75092478422
2018,Border,Arts & Other Services,193.17,8.97,21535.117056856187
2018,Border,Distribution & Hospitality,1573.71,41.85,37603.58422939068
2018,Border,Industry,2540.4,37.620000000000005,67527.91068580541
2018,Border,Knowledge & Professional Services,1694.56,20.37,83189.00343642612
2018,Border,Public Services,2279.72,43.15,52832.4449594438
2018,Dublin,Agriculture & Fishing,66.43,3.5,18980.000000000004
2018,Dublin,Arts & Other Services,2237.66,45.27,49429.202562403356
2018,Dublin,Distribution & Hospitality,17711.65,206.61,85725.03751028508
2018,Dublin,Industry,25220.910000000003,90.46000000000001,278807.3181516692
2018,Dublin,Knowledge & Professional Services,86108.14,252.73,340711.98512246273
2018,Dublin,Public Services,12900.49,203.44,63411.76759732599
2018,Ireland,Agriculture & Fishing,3110.63,108.29,28724.997691384247
2018,Ireland,Arts & Other Services,4547.49,119.44,38073.42598794374
2018,Ireland,Distribution & Hospitality,36491.6,580.19,62895.94787914304
2018,Ireland,Industry,123492.58,425.75,290058.9078097475
2018,Ireland,Knowledge & Professional Services,113742.15,467.18,243465.36666809366
2018,Ireland,Public Services,33683.71,563.3,59797.10633765312
2018,Mid-East,Agriculture & Fishing,444.65,12.59,35317.71247021446
2018,Mid-East,Arts & Other Services,572.71,17.06,33570.33997655334
2018,Mid-East,Distribution & Hospitality,3764.64,67.63,55665.237320715656
2018,Mid-East,Industry,1378.39,59.61000000000001,23123.469216574398
2018,Mid-East,Knowledge & Professional Services,5652.2,38.49,146848.53208625616
2018,Mid-East,Public Services,3484.8,63.54,54844.19263456091
2018,Mid-West,Agriculture & Fishing,519.05,17.79,29176.50365373805
2018,Mid-West,Arts & Other Services,337.05,10.2,33044.117647058825
2018,Mid-West,Distribution & Hospitality,2595.83,52.38,49557.65559373807
2018,Mid-West,Industry,7705.79,48.59,158587.981066063
2018,Mid-West,Knowledge & Professional Services,3909.93,31.4,124520.06369426752
2018,Mid-West,Public Services,2982.01,53.52,55717.67563527653
2018,Midlands,Agriculture & Fishing,229.71,10.16,22609.251968503937
2018,Midlands,Arts & Other Services,141.03,5.75,24526.956521739132
2018,Midlands,Distribution & Hospitality,1422.46,31.64,44957.64854614412
2018,Midlands,Industry,465.88,27.67,16837.007589447054
2018,Midlands,Knowledge & Professional Services,1427.3400000000001,12.66,112744.0758293839
2018,Midlands,Public Services,1890.5,28.38,66613.8125440451
2018,South-East,Agriculture & Fishing,602.89,16.53,36472.4742891712
2018,South-East,Arts & Other Services,278.99,9.08,30725.770925110133
2018,South-East,Distribution & Hospitality,2343.22,44.91,52175.90737029615
2018,South-East,Industry,5702.43,39.03,146103.76633358953
2018,South-East,Knowledge & Professional Services,2761.7799999999997,24.2,114123.14049586774
2018,South-East,Public Services,2404.37,44.97,53466.08850344674
2018,South-West,Agriculture & Fishing,758.53,16.98,44671.967020023556
2018,South-West,Arts & Other Services,490.7,13.69,35843.6815193572
2018,South-West,Distribution & Hospitality,4556.65,84.14,54155.57404326123
2018,South-West,Industry,63393.04,73.41,863547.745538755
2018,South-West,Knowledge & Professional Services,7281.22,59.43000000000001,122517.58371192998
2018,South-West,Public Services,4517.3,78.72,57384.400406504064
2018,West,Agriculture & Fishing,192.84,14.52,13280.99173553719
2018,West,Arts & Other Services,296.18,9.42,31441.613588110402
2018,West,Distribution & Hospitality,2523.44,51.01,49469.51578121937
2018,West,Industry,4285.1,49.34,86848.39886501824
2018,West,Knowledge & Professional Services,4906.9800000000005,27.919999999999998,175751.43266475646
2018,West,Public Services,3224.52,47.58,67770.4918032787
2019,Border,Agriculture & Fishing,397.12,17.9,22185.474860335195
2019,Border,Arts & Other Services,218.66,9.98,21909.819639278558
2019,Border,Distribution & Hospitality,1666.51,43.51,38301.769708113075
2019,Border,Industry,2996.38,39.35,76146.88691232528
2019,Border,Knowledge & Professional Services,1965.95,18.5,106267.56756756757
2019,Border,Public Services,2536.4,42.51,59665.96095036462
2019,Dublin,Agriculture & Fishing,71.08,3.8,18705.263157894737
2019,Dublin,Arts & Other Services,2454.75,40.86,60077.092511013216
2019,Dublin,Distribution & Hospitality,18075.21,208.09,86862.46335720121
2019,Dublin,Industry,23969.41,93.78,255591.91725314566
2019,Dublin,Knowledge & Professional Services,99570.5,266.76,373258.734442945
2019,Dublin,Public Services,13001.87,219.04,59358.4276844412
2019,Ireland,Agriculture & Fishing,3469.82,104.1,33331.604226705094
2019,Ireland,Arts & Other Services,4734.37,118.92,39811.38580558359
2019,Ireland,Distribution & Hospitality,37562.55,592.03,63447.03815685016
2019,Ireland,Industry,130517.75,438.15,297883.7156225037
2019,Ireland,Knowledge & Professional Services,130819.2,488.75,267660.7672634271
2019,Ireland,Public Services,35945.63,593.34,60581.84177705868
2019,Mid-East,Agriculture & Fishing,471.26,12.03,39173.7323358271
2019,Mid-East,Arts & Other Services,545.27,16.89,32283.599763173475
2019,Mid-East,Distribution & Hospitality,3970.44,72.82,54524.03185937929
2019,Mid-East,Industry,12676.98,65.57,193335.06176605154
2019,Mid-East,Knowledge & Professional Services,6460.85,41.08,157274.82960077896
2019,Mid-East,Public Services,3762.82,64.12,58684.02994385526
2019,Mid-West,Agriculture & Fishing,567.29,15.34,36981.09517601043
2019,Mid-West,Arts & Other Services,329.03,11.16,29482.974910394267
2019,Mid-West,Distribution & Hospitality,2860.87,52.11,54900.594895413546
2019,Mid-West,Industry,10406.18,48.19,215940.65158746627
2019,Mid-West,Knowledge & Professional Services,5529.85,31.05,178095.0080515298
2019,Mid-West,Public Services,3274.43,58.82,55668.65011900714
2019,Midlands,Agriculture & Fishing,270.87,10.12,26765.81027667984
2019,Midlands,Arts & Other Services,147.77,5.94,24877.104377104377
2019,Midlands,Distribution & Hospitality,1502.71,32.91,45661.19720449711
2019,Midlands,Industry,2000.7,26.02,76890.85318985395
2019,Midlands,Knowledge & Professional Services,1601.13,15.38,104104.68140442132
2019,Midlands,Public Services,2054.19,29.5,69633.55932203389
2019,South-East,Agriculture & Fishing,635.14,13.59,46735.835172921266
2019,South-East,Arts & Other Services,280.57,9.94,28226.35814889336
2019,South-East,Distribution & Hospitality,2224.75,44.32,50197.42779783394
2019,South-East,Industry,8886.27,41.21,215633.82674108227
2019,South-East,Knowledge & Professional Services,3344.06,27.580000000000002,121249.4561276287
2019,South-East,Public Services,2725.45,45.38,60058.39576906126
2019,South-West,Agriculture & Fishing,831.7,18.55,44835.5795148248
2019,South-West,Arts & Other Services,476.08,13.3,35795.48872180451
2019,South-West,Distribution & Hospitality,4699.58,86.87,54098.99850351099
2019,South-West,Industry,64198.35,75.87,846162.5148279952
2019,South-West,Knowledge & Professional Services,7757.18,58.09,133537.26975383027
2019,South-West,Public Services,5077.02,78.5,64675.41401273885
2019,West,Agriculture & Fishing,225.36,12.78,17633.802816901407
2019,West,Arts & Other Services,282.25,10.86,25989.87108655617
2019,West,Distribution & Hospitality,2562.48,51.4,49853.69649805447
2019,West,Industry,5383.49,48.160000000000004,111783.43023255812
2019,West,Knowledge & Professional Services,4589.68,30.29,151524.59557609772
2019,West,Public Services,3513.44,55.47,63339.46277266991
2020,Border,Agriculture & Fishing,414.29,17.56,23592.82460136674
2020,Border,Arts & Other Services,162.92,7.31,22287.277701778385
2020,Border,Distribution & Hospitality,1526.3,36.43,41896.78836124074
2020,Border,Industry,2751.5,34.91,78816.95789172157
2020,Border,Knowledge & Professional Services,2018.77,19.529999999999998,103367.63952892987
2020,Border,Public Services,2568.02,43.19,59458.67098865478
2020,Dublin,Agriculture & Fishing,78.79,2.08,37879.807692307695
2020,Dublin,Arts & Other Services,1921.49,31.57,60864.42825467216
2020,Dublin,Distribution & Hospitality,14454.87,183.16,78919.36012229744
2020,Dublin,Industry,26701.21,92.18,289663.8099370796
2020,Dublin,Knowledge & Professional Services,106990.51,272.44,392712.19351049775
2020,Dublin,Public Services,13019.25,221.75,58711.38669673055
2020,Ireland,Agriculture & Fishing,3851.54,104.28,36934.59915611814
2020,Ireland,Arts & Other Services,3836.08,101.06,37958.44053037799
2020,Ireland,Distribution & Hospitality,32972.43,540.88,60960.71217275551
2020,Ireland,Industry,141928.13999999998,432.39,328241.0324013044
2020,Ireland,Knowledge & Professional Services,139544.54,497.56,280457.7136425758
2020,Ireland,Public Services,36532.51,600.95,60791.26383226558
2020,Mid-East,Agriculture & Fishing,487.7,11.27,43274.179236912154
2020,Mid-East,Arts & Other Services,433.33,15.55,27866.881028938908
2020,Mid-East,Distribution & Hospitality,3730.05,66.75,55880.89887640449
2020,Mid-East,Industry,12443.62,63.4,196271.60883280757
2020,Mid-East,Knowledge & Professional Services,6905.86,39.989999999999995,172689.67241810457
2020,Mid-East,Public Services,3831.36,66.57,57553.853086976116
2020,Mid-West,Agriculture & Fishing,639.41,15.49,41278.88960619755
2020,Mid-West,Arts & Other Services,256.2,9.27,27637.540453074434
2020,Mid-West,Distribution & Hospitality,2452.23,44.92,54591.05075690116
2020,Mid-West,Industry,13750.94,47.57,289067.479503889
2020,Mid-West,Knowledge & Professional Services,5269.599999999999,33.339999999999996,158056.38872225556
2020,Mid-West,Public Services,3420.1,60.02,56982.67244251916
2020,Midlands,Agriculture & Fishing,325.94,9.32,34972.10300429184
2020,Midlands,Arts & Other Services,114.14,5.95,19183.193277310926
2020,Midlands,Distribution & Hospitality,1436.44,33.09,43410.09368389242
2020,Midlands,Industry,2296.0,26.17,87734.04661826519
2020,Midlands,Knowledge & Professional Services,1780.0099999999998,13.73,129643.84559359065
2020,Midlands,Public Services,2134.53,34.33,62176.813282843
2020,South-East,Agriculture & Fishing,699.11,12.71,55004.72069236822
2020,South-East,Arts & Other Services,228.74,9.35,24464.171122994652
2020,South-East,Distribution & Hospitality,2131.13,44.47,47922.86935012368
2020,South-East,Industry,7350.04,41.84,175670.17208413003
2020,South-East,Knowledge & Professional Services,4347.030000000001,28.66,151675.85484996514
2020,South-East,Public Services,2834.12,42.94,66001.8630647415
2020,South-West,Agriculture & Fishing,891.86,20.31,43912.3584441162
2020,South-West,Arts & Other Services,506.72,14.21,35659.39479239972
2020,South-West,Distribution & Hospitality,4300.93,82.15,52354.59525258673
2020,South-West,Industry,68574.54,77.7,882555.2123552123
2020,South-West,Knowledge & Professional Services,7672.049999999999,57.580000000000005,133241.57693643623
2020,South-West,Public Services,5169.55,78.42,65921.32109155827
2020,West,Agriculture & Fishing,314.43,15.54,20233.590733590732
2020,West,Arts & Other Services,212.55,7.84,27110.969387755104
2020,West,Distribution & Hospitality,2940.48,49.91,58915.64816670006
2020,West,Industry,8060.29,48.62,165781.36569313038
2020,West,Knowledge & Professional Services,4560.6900000000005,32.28,141285.31598513015
2020,West,Public Services,3555.59,53.72,66187.45346239762
2021,Border,Agriculture & Fishing,459.45,18.56,24754.849137931036
2021,Border,Arts & Other Services,178.63,7.53,23722.443559096944
2021,Border,Distribution & Hospitality,1720.83,39.82,43215.218483174285
2021,Border,Industry,2743.1,37.71,72741.97825510475
2021,Border,Knowledge & Professional Services,3023.07,22.61,133704.99778858913
2021,Border,Public Services,2757.68,48.15,57272.68951194185
2021,Dublin,Agriculture & Fishing,94.07,2.3,40900.0
2021,Dublin,Arts & Other Services,2238.08,34.96,64018.306636155605
2021,Dublin,Distribution & Hospitality,15910.71,189.26,84068.00169079573
2021,Dublin,Industry,31258.94,102.31,305531.6195875281
2021,Dublin,Knowledge & Professional Services,129844.51000000001,295.19,439867.5768149328
2021,Dublin,Public Services,14419.86,234.1,61597.00982486117
2021,Ireland,Agriculture & Fishing,4633.0,109.6,42271.89781021898
2021,Ireland,Arts & Other Services,4451.83,103.43,43041.96074639853
2021,Ireland,Distribution & Hospitality,36909.52,554.51,66562.4064489369
2021,Ireland,Industry,170618.22,455.61,374483.04470929084
2021,Ireland,Knowledge & Professional Services,166299.26,544.48,305427.67411107844
2021,Ireland,Public Services,39731.55,658.89,60300.733051040384
2021,Mid-East,Agriculture & Fishing,636.26,11.87,53602.358887952825
2021,Mid-East,Arts & Other Services,481.0,14.72,32676.630434782608
2021,Mid-East,Distribution & Hospitality,4127.5,68.9,59905.660377358494
2021,Mid-East,Industry,13205.380000000001,67.09,196830.82426591148
2021,Mid-East,Knowledge & Professional Services,7844.12,46.71,167932.3485335046
2021,Mid-East,Public Services,4151.12,72.61,57170.08676490842
2021,Mid-West,Agriculture & Fishing,757.22,18.51,40908.6980010805
2021,Mid-West,Arts & Other Services,272.96,8.7,31374.712643678162
2021,Mid-West,Distribution & Hospitality,2918.06,49.11,59418.85563021788
2021,Mid-West,Industry,14861.81,49.52,300117.32633279485
2021,Mid-West,Knowledge & Professional Services,5523.21,37.48,147364.19423692636
2021,Mid-West,Public Services,3733.13,62.04,60172.95293359123
2021,Midlands,Agriculture & Fishing,399.08,11.2,35632.142857142855
2021,Midlands,Arts & Other Services,126.7,4.96,25544.354838709678
2021,Midlands,Distribution & Hospitality,1578.9,32.44,48671.393341553645
2021,Midlands,Industry,2685.7299999999996,26.709999999999997,100551.47884687383
2021,Midlands,Knowledge & Professional Services,1896.2600000000002,15.51,122260.47711154095
2021,Midlands,Public Services,2298.14,41.34,55591.19496855346
2021,South-East,Agriculture & Fishing,846.54,9.73,87003.08324768757
2021,South-East,Arts & Other Services,237.67,9.4,25284.042553191488
2021,South-East,Distribution & Hospitality,2436.48,43.39,56153.03065222401
2021,South-East,Industry,6665.59,41.230000000000004,161668.4453068154
2021,South-East,Knowledge & Professional Services,4747.77,32.8,144749.08536585365
2021,South-East,Public Services,3041.27,53.12,57252.823795180724
2021,South-West,Agriculture & Fishing,1108.63,20.18,54937.066402378594
2021,South-West,Arts & Other Services,685.39,15.68,43711.09693877551
2021,South-West,Distribution & Hospitality,4842.99,81.77,59226.97810933105
2021,South-West,Industry,89034.16,80.91999999999999,1100273.8507167576
2021,South-West,Knowledge & Professional Services,8497.9,60.440000000000005,140600.59563203176
2021,South-West,Public Services,5504.55,85.96,64036.17961842717
2021,West,Agriculture & Fishing,331.75,17.25,19231.884057971016
2021,West,Arts & Other Services,231.4,7.46,31018.76675603217
2021,West,Distribution & Hospitality,3374.06,49.81,67738.60670548082
2021,West,Industry,10163.52,50.11,202824.18678906406
2021,West,Knowledge & Professional Services,4922.4400000000005,33.75,145850.0740740741
2021,West,Public Services,3825.8,61.57,62137.40458015267
2022,Border,Agriculture & Fishing,527.96,17.59,30014.781125639573
2022,Border,Arts & Other Services,229.25,9.6,23880.208333333332
2022,Border,Distribution & Hospitality,2113.98,42.2,50094.31279620853
2022,Border,Industry,3033.6899999999996,37.66,80554.69994689325
2022,Border,Knowledge & Professional Services,3184.41,22.9,139057.20524017466
2022,Border,Public Services,2934.39,53.25,55105.91549295775
2022,Dublin,Agriculture & Fishing,118.7,1.42,83591.54929577465
2022,Dublin,Arts & Other Services,2949.99,38.33,76962.95330028699
2022,Dublin,Distribution & Hospitality,21935.85,201.44,108895.2045274027
2022,Dublin,Industry,41056.67,120.16,341683.33888149133
2022,Dublin,Knowledge & Professional Services,142013.61,311.24,456283.2862099987
2022,Dublin,Public Services,16130.65,239.97,67219.44409717881
2022,Ireland,Agriculture & Fishing,6107.06,104.16,58631.52841781874
2022,Ireland,Arts & Other Services,5763.17,113.76,50660.7770745429
2022,Ireland,Distribution & Hospitality,46522.28,603.21,77124.5171664926
2022,Ireland,Industry,212226.32,497.09000000000003,426937.41575972154
2022,Ireland,Knowledge & Professional Services,182918.21,581.89,314351.8706284693
2022,Ireland,Public Services,43440.89,694.42,62557.08360934305
2022,Mid-East,Agriculture & Fishing,821.7,12.25,67077.55102040817
2022,Mid-East,Arts & Other Services,609.8,16.45,37069.90881458967
2022,Mid-East,Distribution & Hospitality,4772.35,75.02,63614.36950146627
2022,Mid-East,Industry,17693.739999999998,71.88,246156.6499721758
2022,Mid-East,Knowledge & Professional Services,8450.31,56.089999999999996,150656.2667142093
2022,Mid-East,Public Services,4468.43,74.32,60124.1926803014
2022,Mid-West,Agriculture & Fishing,1067.56,17.52,60933.7899543379
2022,Mid-West,Arts & Other Services,335.94,10.05,33426.86567164179
2022,Mid-West,Distribution & Hospitality,3382.25,56.28,60096.83724235963
2022,Mid-West,Industry,13977.08,54.870000000000005,254730.81829779476
2022,Mid-West,Knowledge & Professional Services,6774.35,37.56,180360.75612353568
2022,Mid-West,Public Services,3965.16,62.92,63019.07183725366
2022,Midlands,Agriculture & Fishing,566.94,9.01,62923.418423973366
2022,Midlands,Arts & Other Services,160.66,5.96,26956.375838926175
2022,Midlands,Distribution & Hospitality,1816.42,37.09,48973.308169317876
2022,Midlands,Industry,2726.08,28.43,95887.44284206824
2022,Midlands,Knowledge & Professional Services,2040.2799999999997,20.58,99138.96987366374
2022,Midlands,Public Services,2746.88,41.17,66720.42749574933
2022,South-East,Agriculture & Fishing,1139.25,12.36,92172.33009708738
2022,South-East,Arts & Other Services,300.87,8.42,35732.779097387174
2022,South-East,Distribution & Hospitality,2883.12,45.45,63434.98349834984
2022,South-East,Industry,7235.330000000001,44.239999999999995,163547.24231464742
2022,South-East,Knowledge & Professional Services,5065.49,34.85,145351.21951219512
2022,South-East,Public Services,3227.07,60.58,53269.56091119181
2022,South-West,Agriculture & Fishing,1453.11,19.8,73389.39393939394
2022,South-West,Arts & Other Services,878.37,15.82,55522.75600505689
2022,South-West,Distribution & Hospitality,5731.09,90.67,63208.22763868976
2022,South-West,Industry,113767.57999999999,83.74,1358581.084308574
2022,South-West,Knowledge & Professional Services,10045.86,64.61,155484.59990713513
2022,South-West,Public Services,5869.82,97.53,60184.76366246283
2022,West,Agriculture & Fishing,411.86,14.21,28983.81421534131
2022,West,Arts & Other Services,298.3,9.14,32636.76148796499
2022,West,Distribution & Hospitality,3887.22,55.05,70612.53405994551
2022,West,Industry,12736.13,56.09,227065.96541272954
2022,West,Knowledge & Professional Services,5343.889999999999,34.05,156942.43759177678
2022,West,Public Services,4098.49,64.69,63355.85098160458
2023,Border,Agriculture & Fishing,455.45,18.13,25121.34583563155
2023,Border,Arts & Other Services,259.04,6.77,38262.92466765141
2023,Border,Distribution & Hospitality,2318.29,40.41,57369.215540707744
2023,Border,Industry,3891.69,43.45,89567.08860759494
2023,Border,Knowledge & Professional Services,3049.04,24.88,122549.83922829582
2023,Border,Public Services,3224.8,55.8,57792.114695340504
2023,Dublin,Agriculture & Fishing,111.48,2.09,53339.71291866029
2023,Dublin,Arts & Other Services,3146.26,42.55,73942.65569917744
2023,Dublin,Distribution & Hospitality,24386.33,207.82,117343.51842941006
