Year,NUTS 3 Region,SectorAgg,GVA,PersonsAtWork,Productivity
2007,South-East,Agriculture & Fishing,310.02,15.99,19388.367729831145
2007,South-East,Arts & Other Services,268.39,7.86,34146.310432569975
2007,South-East,Distribution & Hospitality,1692.56,43.08,39288.76508820798
2007,South-East,Industry,4011.7,52.45,76486.17731172545
2007,South-East,Knowledge & Professional Services,1753.41,22.77,77005.27009222661
2007,South-East,Public Services,1993.9,34.33,58080.396154966504
2007,South-West,Agriculture & Fishing,512.82,20.74,24726.133076181293
2007,South-West,Arts & Other Services,463.96,14.42,32174.757281553397
2007,South-West,Distribution & Hospitality,5362.07,83.16,64478.95622895623
2007,South-West,Industry,12544.49,88.68,141457.93865584122
2007,South-West,Knowledge & Professional Services,5239.52,52.23,100316.29331801647
2007,South-West,Public Services,3983.5,68.02,58563.657747721256
2007,West,Agriculture & Fishing,182.02,17.08,10656.908665105386
2007,West,Arts & Other Services,265.74,8.01,33176.02996254682
2007,West,Distribution & Hospitality,1838.24,49.7,36986.72032193159
2007,West,Industry,5452.48,56.46,96572.4406659582
2007,West,Knowledge & Professional Services,2565.1099999999997,22.77,112653.0522617479
2007,West,Public Services,2865.73,45.61,62831.17737338303
2008,Border,Agriculture & Fishing,193.35,16.3,11861.96319018405
2008,Border,Arts & Other Services,171.0,7.16,23882.68156424581
2008,Border,Distribution & Hospitality,1225.71,37.01,33118.34639286679
2008,Border,Industry,3111.8999999999996,40.41,77008.16629547141
2008,Border,Knowledge & Professional Services,1496.6100000000001,19.8,75586.36363636365
2008,Border,Public Services,1859.31,33.53,55452.132418729496
2008,Dublin,Agriculture & Fishing,48.9,1.16,42155.1724137931
2008,Dublin,Arts & Other Services,1809.57,40.51,44669.71118242409
2008,Dublin,Distribution & Hospitality,11717.24,189.24,61917.35362502642
2008,Dublin,Industry,13024.4,120.47,108113.2232090977
2008,Dublin,Knowledge & Professional Services,38205.68,222.26,171896.33762260416
2008,Dublin,Public Services,11859.1,170.82,69424.54045193772
2008,Ireland,Agriculture & Fishing,1591.96,116.16,13704.889807162534
2008,Ireland,Arts & Other Services,3948.36,109.56,36038.335158817084
2008,Ireland,Distribution & Hospitality,27253.49,555.75,49039.11830859199
2008,Ireland,Industry,48554.14,512.2,94795.27528309253
2008,Ireland,Knowledge & Professional Services,56450.31,420.76,134162.72934689609
2008,Ireland,Public Services,29536.69,482.25,61247.672369103166
2008,Mid-East,Agriculture & Fishing,203.66,17.95,11345.961002785516
2008,Mid-East,Arts & Other Services,568.16,15.89,35755.82127123977
2008,Mid-East,Distribution & Hospitality,2721.73,68.53,39715.89085072231
2008,Mid-East,Industry,7782.12,74.37,104640.58087938685
2008,Mid-East,Knowledge & Professional Services,3553.42,36.15,98296.54218533887
2008,Mid-East,Public Services,2516.68,51.08,49269.38136256852
2008,Mid-West,Agriculture & Fishing,253.22,17.79,14233.839235525576
2008,Mid-West,Arts & Other Services,300.53,9.99,30083.083083083082
2008,Mid-West,Distribution & Hospitality,2003.39,55.82,35890.18273020423
2008,Mid-West,Industry,5155.22,66.67,77324.43377831108
2008,Mid-West,Knowledge & Professional Services,2529.89,29.32,86285.47066848568
2008,Mid-West,Public Services,2634.97,47.83,55090.31988291867
2008,Midlands,Agriculture & Fishing,109.18,8.64,12636.574074074075
2008,Midlands,Arts & Other Services,144.38,4.09,35300.73349633252
2008,Midlands,Distribution & Hospitality,1015.14,28.1,36125.97864768683
2008,Midlands,Industry,2066.05,29.950000000000003,68983.30550918197
2008,Midlands,Knowledge & Professional Services,1039.72,13.53,76845.52845528456
2008,Midlands,Public Services,1362.43,23.76,57341.32996632997
2008,South-East,Agriculture & Fishing,235.85,15.73,14993.642720915448
2008,South-East,Arts & Other Services,243.86,8.14,29958.230958230954
2008,South-East,Distribution & Hospitality,1707.0,45.33,37657.18067504963
2008,South-East,Industry,3974.7699999999995,48.53,81903.3587471667
2008,South-East,Knowledge & Professional Services,1778.78,22.52,78986.6785079929
2008,South-East,Public Services,1885.43,34.52,54618.48203939745
2008,South-West,Agriculture & Fishing,405.04,20.34,19913.47099311701
2008,South-West,Arts & Other Services,443.09,14.34,30898.884239888423
2008,South-West,Distribution & Hospitality,5044.7,83.02,60764.87593351
2008,South-West,Industry,9645.189999999999,82.25999999999999,117252.49209822514
2008,South-West,Knowledge & Professional Services,4961.77,52.550000000000004,94419.98097050427
2008,South-West,Public Services,4189.63,72.72,57613.173817381736
2008,West,Agriculture & Fishing,142.76,18.24,7826.754385964912
2008,West,Arts & Other Services,267.78,9.43,28396.606574761397
2008,West,Distribution & Hospitality,1818.58,48.7,37342.50513347023
2008,West,Industry,3794.4799999999996,49.54,76594.26725878078
2008,West,Knowledge & Professional Services,2884.43,24.65,117015.41582150101
2008,West,Public Services,3229.15,47.98,67302.0008336807
2009,Border,Agriculture & Fishing,114.17,16.14,7073.729863692689
2009,Border,Arts & Other Services,153.47,6.91,22209.840810419682
2009,Border,Distribution & Hospitality,1062.18,35.85,29628.45188284519
2009,Border,Industry,1993.45,34.68,57481.25720876586
2009,Border,Knowledge & Professional Services,1202.47,19.06,63088.667366211965
2009,Border,Public Services,2065.48,36.66,56341.51663938898
2009,Dublin,Agriculture & Fishing,28.79,1.35,21325.925925925927
2009,Dublin,Arts & Other Services,1670.67,37.5,44551.2
2009,Dublin,Distribution & Hospitality,10660.5,175.17,60858.02363418393
2009,Dublin,Industry,12639.3,90.19,140140.81383745428
2009,Dublin,Knowledge & Professional Services,34632.51,209.37,165412.95314514975
2009,Dublin,Public Services,10731.01,172.04,62375.087189025806
2009,Ireland,Agriculture & Fishing,945.85,112.47,8409.798168400463
2009,Ireland,Arts & Other Services,3613.54,103.17,35025.10419695648
2009,Ireland,Distribution & Hospitality,24639.42,516.49,47705.51220739995
2009,Ireland,Industry,43416.97,400.29,108463.78875315396
2009,Ireland,Knowledge & Professional Services,50233.26,394.56,127314.62895377129
2009,Ireland,Public Services,29486.82,486.47,60613.850802721645
2009,Mid-East,Agriculture & Fishing,122.72,14.51,8457.615437629222
2009,Mid-East,Arts & Other Services,500.23,14.89,33595.03022162525
2009,Mid-East,Distribution & Hospitality,2371.42,59.26,40017.21228484644
2009,Mid-East,Industry,5669.47,56.03,101186.32875245404
2009,Mid-East,Knowledge & Professional Services,2825.3199999999997,32.08,88071.07231920198
2009,Mid-East,Public Services,2615.08,51.5,50778.25242718447
2009,Mid-West,Agriculture & Fishing,151.14,16.58,9115.802171290712
2009,Mid-West,Arts & Other Services,277.22,8.51,32575.793184488837
2009,Mid-West,Distribution & Hospitality,1838.86,51.66,35595.4316686024
2009,Mid-West,Industry,5109.75,48.910000000000004,104472.5005111429
2009,Mid-West,Knowledge & Professional Services,2018.23,28.2,71568.43971631206
2009,Mid-West,Public Services,2678.26,46.88,57130.11945392491
2009,Midlands,Agriculture & Fishing,67.18,7.85,8557.96178343949
2009,Midlands,Arts & Other Services,128.46,4.31,29805.104408352672
2009,Midlands,Distribution & Hospitality,1030.45,25.7,40095.330739299614
2009,Midlands,Industry,1385.77,25.66,54005.066250974276
2009,Midlands,Knowledge & Professional Services,933.11,11.629999999999999,80233.0180567498
2009,Midlands,Public Services,1454.09,22.5,64626.22222222222
2009,South-East,Agriculture & Fishing,140.83,15.61,9021.780909673287
2009,South-East,Arts & Other Services,232.46,7.54,30830.238726790452
2009,South-East,Distribution & Hospitality,1439.88,44.23,32554.374858693194
2009,South-East,Industry,2804.8700000000003,37.89,74026.65610979151
2009,South-East,Knowledge & Professional Services,1470.64,22.080000000000002,66605.0724637681
2009,South-East,Public Services,2330.25,37.59,61991.22106943336
2009,South-West,Agriculture & Fishing,233.09,22.38,10415.102770330652
2009,South-West,Arts & Other Services,405.36,14.19,28566.59619450317
2009,South-West,Distribution & Hospitality,4641.29,77.06,60229.56138074228
2009,South-West,Industry,11214.28,65.53,171132.00061040744
2009,South-West,Knowledge & Professional Services,4941.4400000000005,48.9,101051.94274028632
2009,South-West,Public Services,4313.47,72.59,59422.37222757956
2009,West,Agriculture & Fishing,87.93,18.05,4871.468144044321
2009,West,Arts & Other Services,245.67,9.32,26359.442060085836
2009,West,Distribution & Hospitality,1594.84,47.56,33533.22119428091
2009,West,Industry,2600.07,41.39,62818.79681082387
2009,West,Knowledge & Professional Services,2209.55,23.24,95075.30120481928
2009,West,Public Services,3299.18,46.71,70631.12823806466
2010,Border,Agriculture & Fishing,205.54,17.97,11437.952142459655
2010,Border,Arts & Other Services,153.86,6.58,23382.978723404256
2010,Border,Distribution & Hospitality,1020.2,33.97,30032.381513099794
2010,Border,Industry,1508.43,32.239999999999995,46787.53101736973
2010,Border,Knowledge & Professional Services,1194.84,16.66,71719.08763505402
2010,Border,Public Services,1521.86,34.89,43618.80194898252
2010,Dublin,Agriculture & Fishing,56.52,1.58,35772.15189873418
2010,Dublin,Arts & Other Services,1663.51,35.09,47406.95354801938
2010,Dublin,Distribution & Hospitality,11285.84,168.63,66926.64413212359
2010,Dublin,Industry,9190.5,77.49000000000001,118602.40030971736
2010,Dublin,Knowledge & Professional Services,39390.51,199.17,197773.30923331826
2010,Dublin,Public Services,11266.61,173.69,64866.19839944729
2010,Ireland,Agriculture & Fishing,1598.01,110.5,14461.628959276019
2010,Ireland,Arts & Other Services,3582.73,99.41,36039.93562015894
2010,Ireland,Distribution & Hospitality,24891.21,500.53,49729.70651109824
2010,Ireland,Industry,39068.28,348.4,112136.28013777267
2010,Ireland,Knowledge & Professional Services,55260.25,375.32,147235.0261110519
2010,Ireland,Public Services,27923.28,488.83,57122.68068653724
2010,Mid-East,Agriculture & Fishing,214.15,12.11,17683.73245251858
2010,Mid-East,Arts & Other Services,493.56,14.67,33644.17177914111
2010,Mid-East,Distribution & Hospitality,2343.99,58.57,40020.31756872119
2010,Mid-East,Industry,3970.46,50.19,79108.5873680016
2010,Mid-East,Knowledge & Professional Services,2712.23,30.5,88925.5737704918
2010,Mid-East,Public Services,2791.44,57.66,48412.07075962539
2010,Mid-West,Agriculture & Fishing,248.93,15.68,15875.637755102041
2010,Mid-West,Arts & Other Services,280.15,8.19,34206.34920634921
2010,Mid-West,Distribution & Hospitality,1729.99,48.87,35399.836300388786
2010,Mid-West,Industry,4406.76,37.519999999999996,117450.95948827294
2010,Mid-West,Knowledge & Professional Services,2295.08,26.84,85509.6870342772
2010,Mid-West,Public Services,2726.09,45.31,60165.30567203708
2010,Midlands,Agriculture & Fishing,97.46,7.43,13117.092866756393
2010,Midlands,Arts & Other Services,121.52,4.51,26944.567627494456
2010,Midlands,Distribution & Hospitality,1207.01,24.04,50208.402662229615
2010,Midlands,Industry,1126.58,19.71,57157.787924911216
2010,Midlands,Knowledge & Professional Services,796.02,11.7,68035.89743589744
2010,Midlands,Public Services,1304.84,23.45,55643.496801705754
2010,South-East,Agriculture & Fishing,249.67,18.22,13703.073545554336
2010,South-East,Arts & Other Services,226.21,7.72,29301.81347150259
2010,South-East,Distribution & Hospitality,1431.28,41.33,34630.53472054198
2010,South-East,Industry,2502.18,33.55,74580.6259314456
2010,South-East,Knowledge & Professional Services,1603.1999999999998,22.2,72216.2162162162
2010,South-East,Public Services,2016.17,39.73,50746.79083815756
2010,South-West,Agriculture & Fishing,394.96,22.79,17330.408073716542
2010,South-West,Arts & Other Services,396.98,13.67,29040.234089246525
2010,South-West,Distribution & Hospitality,4239.48,78.68,53882.562277580066
2010,South-West,Industry,11065.24,60.31,183472.72425800032
2010,South-West,Knowledge & Professional Services,4837.45,45.21,106999.55761999558
2010,South-West,Public Services,3657.75,67.86,53901.41467727675
2010,West,Agriculture & Fishing,130.78,14.73,8878.47929395791
2010,West,Arts & Other Services,246.93,8.98,27497.772828507794
2010,West,Distribution & Hospitality,1633.4,46.43,35179.8406202886
2010,West,Industry,5298.12,37.4,141660.96256684492
2010,West,Knowledge & Professional Services,2430.9,23.06,105416.3052905464
2010,West,Public Services,2638.52,46.25,57049.08108108108
2011,Border,Agriculture & Fishing,243.62,20.44,11918.786692759295
2011,Border,Arts & Other Services,142.85,5.9,24211.86440677966
2011,Border,Distribution & Hospitality,1024.95,33.64,30468.19262782402
2011,Border,Industry,1438.7900000000002,26.62,54049.21111945906
2011,Border,Knowledge & Professional Services,1189.78,16.55,71890.03021148036
2011,Border,Public Services,1802.89,32.33,55765.233529229816
2011,Dublin,Agriculture & Fishing,57.37,2.36,24309.322033898305
2011,Dublin,Arts & Other Services,1600.45,37.97,42150.38188043192
2011,Dublin,Distribution & Hospitality,12092.88,163.24,74080.37245773095
2011,Dublin,Industry,11542.0,69.8,165358.16618911174
2011,Dublin,Knowledge & Professional Services,38996.64,199.89,195090.4997748762
2011,Dublin,Public Services,10496.14,169.7,61851.14908662345
2011,Ireland,Agriculture & Fishing,2085.77,107.85,19339.545665275848
2011,Ireland,Arts & Other Services,3387.84,101.13,33499.85167606051
2011,Ireland,Distribution & Hospitality,26710.09,484.72,55104.163228255486
2011,Ireland,Industry,42071.61,329.74,127590.25292654819
2011,Ireland,Knowledge & Professional Services,55946.45,380.32,147103.62326461927
2011,Ireland,Public Services,28077.01,482.1,58238.97531632442
2011,Mid-East,Agriculture & Fishing,254.02,10.7,23740.18691588785
2011,Mid-East,Arts & Other Services,428.71,13.21,32453.44436033308
2011,Mid-East,Distribution & Hospitality,2507.55,60.72,41296.93675889328
2011,Mid-East,Industry,4965.1,47.63,104243.12408146127
2011,Mid-East,Knowledge & Professional Services,3193.53,34.29,93132.98337707786
2011,Mid-East,Public Services,2825.01,56.75,49779.91189427313
2011,Mid-West,Agriculture & Fishing,335.49,15.26,21984.927916120578
2011,Mid-West,Arts & Other Services,296.78,9.49,31272.91886195996
2011,Mid-West,Distribution & Hospitality,1868.77,49.82,37510.437575270975
2011,Mid-West,Industry,4138.6,41.06,100793.96005845106
2011,Mid-West,Knowledge & Professional Services,2413.97,28.630000000000003,84316.1019909186
2011,Mid-West,Public Services,2556.28,45.35,56367.805953693496
2011,Midlands,Agriculture & Fishing,150.22,7.66,19610.966057441252
2011,Midlands,Arts & Other Services,111.38,4.51,24696.230598669623
2011,Midlands,Distribution & Hospitality,1250.32,22.97,54432.73835437527
2011,Midlands,Industry,1004.75,17.89,56162.66070430408
2011,Midlands,Knowledge & Professional Services,1004.05,11.620000000000001,86407.05679862305
2011,Midlands,Public Services,1502.98,23.58,63739.60983884648
2011,South-East,Agriculture & Fishing,295.08,17.13,17225.919439579684
2011,South-East,Arts & Other Services,212.59,7.54,28194.960212201593
2011,South-East,Distribution & Hospitality,1585.27,37.44,42341.61324786325
2011,South-East,Industry,2349.93,31.14,75463.39113680154
2011,South-East,Knowledge & Professional Services,1932.19,20.41,94668.7898089172
2011,South-East,Public Services,2119.07,38.9,54474.80719794345
2011,South-West,Agriculture & Fishing,556.95,19.7,28271.573604060915
2011,South-West,Arts & Other Services,371.55,13.53,27461.19733924612
2011,South-West,Distribution & Hospitality,4680.35,75.2,62238.69680851064
2011,South-West,Industry,12478.02,58.1,214767.98623063683
2011,South-West,Knowledge & Professional Services,4882.76,43.599999999999994,111989.90825688075
2011,South-West,Public Services,3754.31,69.24,54221.69266320046
2011,West,Agriculture & Fishing,193.02,14.6,13220.547945205479
2011,West,Arts & Other Services,223.54,8.98,24893.095768374165
2011,West,Distribution & Hospitality,1700.01,41.69,40777.4046533941
2011,West,Industry,4154.389999999999,37.56,110606.76251331202
2011,West,Knowledge & Professional Services,2333.53,25.32,92161.53238546604
2011,West,Public Services,3020.32,46.25,65304.21621621621
2012,Border,Agriculture & Fishing,206.64,20.59,10035.939776590578
2012,Border,Arts & Other Services,135.93,6.56,20721.036585365855
2012,Border,Distribution & Hospitality,1055.7,32.8,32185.975609756097
2012,Border,Industry,1528.12,26.07,58616.033755274264
2012,Border,Knowledge & Professional Services,1156.1999999999998,13.860000000000001,83419.9134199134
2012,Border,Public Services,1810.21,33.86,53461.60661547549
2012,Dublin,Agriculture & Fishing,51.7,1.86,27795.698924731183
2012,Dublin,Arts & Other Services,1567.24,39.41,39767.571682314134
2012,Dublin,Distribution & Hospitality,11779.12,159.99,73624.10150634414
2012,Dublin,Industry,12930.42,64.69999999999999,199851.93199381768
2012,Dublin,Knowledge & Professional Services,41467.880000000005,204.60999999999999,202667.90479448714
2012,Dublin,Public Services,10720.65,170.39,62918.30506485122
2012,Ireland,Agriculture & Fishing,1742.0,108.76,16016.917984553145
2012,Ireland,Arts & Other Services,3292.06,103.24,31887.446726075166
2012,Ireland,Distribution & Hospitality,27558.58,483.08,57047.65256272253
2012,Ireland,Industry,42502.22,319.38,133077.27471976954
2012,Ireland,Knowledge & Professional Services,58162.490000000005,380.81,152733.6204406397
2012,Ireland,Public Services,28202.49,482.68,58428.959144775006
2012,Mid-East,Agriculture & Fishing,234.75,12.07,19449.047224523612
2012,Mid-East,Arts & Other Services,419.53,14.37,29194.850382741824
2012,Mid-East,Distribution & Hospitality,2670.18,59.39,44960.094291968344
2012,Mid-East,Industry,4372.2,44.42,98428.63574966231
2012,Mid-East,Knowledge & Professional Services,3385.13,33.42,101290.54458408139
2012,Mid-East,Public Services,2852.66,53.01,53813.620071684585
2012,Mid-West,Agriculture & Fishing,281.91,16.67,16911.21775644871
2012,Mid-West,Arts & Other Services,284.01,9.26,30670.62634989201
2012,Mid-West,Distribution & Hospitality,1936.16,47.97,40361.892849697724
2012,Mid-West,Industry,4170.42,40.18,103793.42956694873
2012,Mid-West,Knowledge & Professional Services,2491.37,27.79,89649.87405541561
2012,Mid-West,Public Services,2437.13,45.41,53669.456066945604
2012,Midlands,Agriculture & Fishing,135.53,8.42,16096.199524940617
2012,Midlands,Arts & Other Services,102.59,4.41,23263.038548752833
2012,Midlands,Distribution & Hospitality,1335.36,24.6,54282.92682926829
2012,Midlands,Industry,1080.89,18.52,58363.390928725705
2012,Midlands,Knowledge & Professional Services,1085.16,10.620000000000001,102180.79096045197
2012,Midlands,Public Services,1496.37,23.94,62505.01253132832
2012,South-East,Agriculture & Fishing,262.95,16.56,15878.623188405798
2012,South-East,Arts & Other Services,203.13,7.71,26346.303501945524
2012,South-East,Distribution & Hospitality,1672.74,38.03,43984.748882461216
2012,South-East,Industry,4380.5599999999995,31.66,138362.60265319012
2012,South-East,Knowledge & Professional Services,1855.67,19.82,93626.13521695258
2012,South-East,Public Services,2126.93,36.75,57875.646258503395
2012,South-West,Agriculture & Fishing,390.72,17.51,22314.10622501428
2012,South-West,Arts & Other Services,363.98,13.01,27976.94081475788
2012,South-West,Distribution & Hospitality,5252.33,78.36,67028.20316488005
2012,South-West,Industry,10635.52,57.24,185805.73025856045
2012,South-West,Knowledge & Professional Services,4284.74,45.35,94481.58765159867
2012,South-West,Public Services,3840.76,72.36,53078.49640685462
2012,West,Agriculture & Fishing,177.8,15.08,11790.450928381963
2012,West,Arts & Other Services,215.64,8.51,25339.600470035253
2012,West,Distribution & Hospitality,1856.98,41.94,44277.06247019552
2012,West,Industry,3404.09,36.59,93033.34244329052
2012,West,Knowledge & Professional Services,2436.36,25.35,96108.87573964497
2012,West,Public Services,2917.77,46.96,62133.09199318569
2013,Border,Agriculture & Fishing,225.15,19.03,11831.318970047294
2013,Border,Arts & Other Services,146.13,6.46,22620.74303405573
2013,Border,Distribution & Hospitality,1142.29,39.0,29289.48717948718
2013,Border,Industry,1617.9099999999999,28.45,56868.541300527235
2013,Border,Knowledge & Professional Services,1136.21,16.02,70924.46941323346
2013,Border,Public Services,1816.81,35.69,50905.295601008685
2013,Dublin,Agriculture & Fishing,55.73,2.9,19217.241379310344
2013,Dublin,Arts & Other Services,1667.95,37.4,44597.5935828877
2013,Dublin,Distribution & Hospitality,13268.7,169.19,78424.84780424375
2013,Dublin,Industry,16798.2,68.24000000000001,246163.54044548646
2013,Dublin,Knowledge & Professional Services,44983.729999999996,209.15,215078.79512311734
2013,Dublin,Public Services,10547.47,171.47,61512.04292296028
2013,Ireland,Agriculture & Fishing,1957.13,111.91,17488.428201233135
2013,Ireland,Arts & Other Services,3486.79,103.5,33688.7922705314
2013,Ireland,Distribution & Hospitality,29772.75,503.22,59164.480744008586
2013,Ireland,Industry,43604.82,333.67,130682.47070458837
2013,Ireland,Knowledge & Professional Services,62420.43,392.32,159105.90844208808
2013,Ireland,Public Services,27853.1,488.62,57003.601981089596
2013,Mid-East,Agriculture & Fishing,283.8,12.28,23110.74918566775
2013,Mid-East,Arts & Other Services,432.6,13.8,31347.82608695652
2013,Mid-East,Distribution & Hospitality,2836.78,62.8,45171.65605095541
2013,Mid-East,Industry,3197.46,44.18000000000001,72373.47215934811
2013,Mid-East,Knowledge & Professional Services,3632.86,33.43,108670.65510020939
2013,Mid-East,Public Services,2898.75,48.83,59364.12041777596
2013,Mid-West,Agriculture & Fishing,316.75,16.13,19637.32176069436
2013,Mid-West,Arts & Other Services,290.03,10.79,26879.518072289156
2013,Mid-West,Distribution & Hospitality,2082.37,46.91,44390.74824131315
2013,Mid-West,Industry,3623.17,42.71,84831.88948723952
2013,Mid-West,Knowledge & Professional Services,2645.31,26.57,99560.03010914565
2013,Mid-West,Public Services,2421.66,48.15,50294.08099688473
2013,Midlands,Agriculture & Fishing,125.12,8.6,14548.837209302326
2013,Midlands,Arts & Other Services,104.84,4.45,23559.550561797754
2013,Midlands,Distribution & Hospitality,1373.68,25.36,54167.192429022085
2013,Midlands,Industry,1093.4699999999998,18.119999999999997,60346.02649006622
2013,Midlands,Knowledge & Professional Services,862.94,11.280000000000001,76501.77304964537
2013,Midlands,Public Services,1487.25,27.66,53768.98047722343
2013,South-East,Agriculture & Fishing,290.36,15.92,18238.693467336685
2013,South-East,Arts & Other Services,208.92,8.35,25020.359281437126
2013,South-East,Distribution & Hospitality,1760.93,39.29,44818.78340544668
2013,South-East,Industry,3867.79,31.8,121628.61635220126
2013,South-East,Knowledge & Professional Services,1838.58,20.61,89208.15138282387
2013,South-East,Public Services,2092.54,37.28,56130.36480686695
2013,South-West,Agriculture & Fishing,492.97,21.1,23363.50710900474
2013,South-West,Arts & Other Services,378.79,14.11,26845.49964564139
2013,South-West,Distribution & Hospitality,5342.74,76.55,69794.12148922273
2013,South-West,Industry,9507.49,60.47,157226.55862411112
2013,South-West,Knowledge & Professional Services,4705.45,47.79,98460.97509939318
2013,South-West,Public Services,3790.72,73.63,51483.36275974467
2013,West,Agriculture & Fishing,167.26,15.95,10486.52037617555
2013,West,Arts & Other Services,257.53,8.14,31637.59213759213
2013,West,Distribution & Hospitality,1965.25,44.11,44553.389254137386
2013,West,Industry,3899.3399999999997,39.69,98244.89795918367
2013,West,Knowledge & Professional Services,2615.34,27.48,95172.48908296943
2013,West,Public Services,2797.89,45.9,60956.209150326795
2014,Border,Agriculture & Fishing,279.9,18.38,15228.509249183895
2014,Border,Arts & Other Services,158.95,7.97,19943.5382685069
2014,Border,Distribution & Hospitality,1218.81,40.0,30470.25
2014,Border,Industry,1778.72,30.67,57995.43527877404
2014,Border,Knowledge & Professional Services,1347.65,14.8,91057.43243243243
2014,Border,Public Services,1884.72,41.32,45612.778315585674
2014,Dublin,Agriculture & Fishing,57.12,2.47,23125.506072874494
2014,Dublin,Arts & Other Services,1749.38,36.69,47680.02180430635
2014,Dublin,Distribution & Hospitality,13660.28,178.52,76519.60564642616
2014,Dublin,Industry,19840.170000000002,70.59,281062.04844878876
2014,Dublin,Knowledge & Professional Services,52008.51,220.76999999999998,235577.79589618157
2014,Dublin,Public Services,10822.99,179.66,60241.5117444061
2014,Ireland,Agriculture & Fishing,2441.89,108.17,22574.55856522141
2014,Ireland,Arts & Other Services,3572.18,103.84,34400.80893682589
2014,Ireland,Distribution & Hospitality,30411.16,518.85,58612.62407246796
2014,Ireland,Industry,49003.009999999995,344.29999999999995,142326.48852744699
2014,Ireland,Knowledge & Professional Services,72353.11,409.82,176548.5091015568
2014,Ireland,Public Services,28386.64,499.03,56883.634250445866
2014,Mid-East,Agriculture & Fishing,323.39,9.76,33134.22131147541
2014,Mid-East,Arts & Other Services,452.77,15.31,29573.481384715873
2014,Mid-East,Distribution & Hospitality,2978.47,61.64,48320.408825438026
2014,Mid-East,Industry,2980.2599999999998,50.33,59214.38505861315
2014,Mid-East,Knowledge & Professional Services,3964.46,36.62,108259.42108137629
2014,Mid-East,Public Services,2910.2,48.92,59488.961569910054
2014,Mid-West,Agriculture & Fishing,411.41,15.42,26680.285343709467
2014,Mid-West,Arts & Other Services,262.42,9.71,27025.746652935122
2014,Mid-West,Distribution & Hospitality,2267.59,48.99,46286.79322310675
2014,Mid-West,Industry,4075.62,43.5,93692.41379310345
2014,Mid-West,Knowledge & Professional Services,2983.75,28.03,106448.44809133072
2014,Mid-West,Public Services,2504.0,48.1,52058.212058212055
2014,Midlands,Agriculture & Fishing,164.2,9.44,17394.06779661017
2014,Midlands,Arts & Other Services,110.63,4.09,27048.89975550122
2014,Midlands,Distribution & Hospitality,1164.39,24.04,48435.52412645591
2014,Midlands,Industry,1270.75,21.130000000000003,60139.61192617131
2014,Midlands,Knowledge & Professional Services,874.57,11.16,78366.48745519713
2014,Midlands,Public Services,1510.37,27.61,54703.73053241579
2014,South-East,Agriculture & Fishing,328.76,15.31,21473.546701502288
2014,South-East,Arts & Other Services,221.27,8.61,25699.18699186992
2014,South-East,Distribution & Hospitality,1806.99,43.75,41302.62857142857
2014,South-East,Industry,4005.06,31.270000000000003,128079.94883274703
2014,South-East,Knowledge & Professional Services,2169.52,21.44,101190.29850746269
2014,South-East,Public Services,2098.15,40.01,52440.63984003999
2014,South-West,Agriculture & Fishing,669.68,21.64,30946.395563770795
2014,South-West,Arts & Other Services,381.97,13.08,29202.599388379203
2014,South-West,Distribution & Hospitality,5251.05,77.93,67381.62453483896
2014,South-West,Industry,10538.3,59.33,177621.776504298
2014,South-West,Knowledge & Professional Services,5944.950000000001,49.370000000000005,120416.24468300588
2014,South-West,Public Services,3832.86,68.97,55572.857764245324
2014,West,Agriculture & Fishing,207.43,15.75,13170.15873015873
2014,West,Arts & Other Services,234.78,8.39,27983.31346841478
2014,West,Distribution & Hospitality,2063.57,43.98,46920.645748067305
2014,West,Industry,4514.139999999999,37.5,120377.06666666664
2014,West,Knowledge & Professional Services,3059.71,27.66,110618.58279103399
2014,West,Public Services,2823.37,44.45,63517.88526434196
2015,Border,Agriculture & Fishing,312.08,20.66,15105.517909002905
2015,Border,Arts & Other Services,159.86,8.27,19330.108827085853
2015,Border,Distribution & Hospitality,1317.36,44.07,29892.443839346495
2015,Border,Industry,1954.0900000000001,33.019999999999996,59178.98243488797
2015,Border,Knowledge & Professional Services,1386.71,16.7,83036.52694610778
2015,Border,Public Services,1982.94,41.24,48082.929194956356
2015,Dublin,Agriculture & Fishing,52.12,2.1,24819.04761904762
2015,Dublin,Arts & Other Services,1753.87,43.62,40207.93214121962
2015,Dublin,Distribution & Hospitality,15062.74,184.48,81649.71812662619
2015,Dublin,Industry,21706.7,78.83,275360.903209438
2015,Dublin,Knowledge & Professional Services,61199.03999999999,226.9,269718.1137064786
2015,Dublin,Public Services,11155.49,178.24,62586.9052962298
2015,Ireland,Agriculture & Fishing,2365.31,109.4,21620.74954296161
2015,Ireland,Arts & Other Services,3590.68,111.67,32154.38345124026
2015,Ireland,Distribution & Hospitality,31504.3,529.92,59451.04921497584
2015,Ireland,Industry,104666.02,372.62,280892.1152917181
2015,Ireland,Knowledge & Professional Services,83326.98,418.59999999999997,199061.10845676064
2015,Ireland,Public Services,29210.36,511.33,57126.23941485929
2015,Mid-East,Agriculture & Fishing,315.28,12.32,25590.909090909092
2015,Mid-East,Arts & Other Services,452.43,15.3,29570.58823529412
2015,Mid-East,Distribution & Hospitality,3167.55,63.67,49749.48955552065
2015,Mid-East,Industry,5641.700000000001,52.61,107236.26686941647
2015,Mid-East,Knowledge & Professional Services,4516.84,35.01,129015.7097972008
